0.84903640257
2447.png,1
462.png,1
3486.png,3
4796.png,1
672.png,3
3229.png,4
1392.png,1
4523.png,5
2592.png,1
3028.png,5
4444.png,3
3346.png,3
4865.png,3
860.png,3
291.png,3
4328.png,5
1063.png,5
3825.png,1
2137.png,4
4930.png,2
2270.png,4
1373.png,3
3388.png,5
3973.png,4
1377.png,3
2208.png,3
3073.png,4
2937.png,4
1951.png,5
1638.png,3
3957.png,1
1001.png,3
745.png,4
4608.png,4
3577.png,2
4617.png,1
2280.png,1
3492.png,5
1705.png,3
4574.png,5
4411.png,1
1648.png,5
2707.png,2
4917.png,1
619.png,3
1874.png,3
4085.png,5
3055.png,1
827.png,2
735.png,4
1007.png,4
1775.png,2
4279.png,1
2668.png,3
3598.png,3
1841.png,1
1107.png,4
835.png,1
4481.png,4
1251.png,3
4479.png,3
4955.png,5
1776.png,3
2446.png,2
3498.png,1
2285.png,1
618.png,3
1800.png,3
4564.png,1
1194.png,5
2471.png,5
1779.png,3
3884.png,4
4768.png,2
2852.png,2
4586.png,3
1220.png,1
4128.png,5
4071.png,3
3550.png,5
4329.png,2
2144.png,3
257.png,1
2161.png,4
4565.png,4
3428.png,5
232.png,4
4975.png,1
705.png,1
4832.png,4
1830.png,1
4447.png,3
126.png,5
1426.png,1
2843.png,5
4858.png,0
4749.png,1
1192.png,3
2142.png,1
4359.png,3
4371.png,1
1801.png,4
2919.png,3
4282.png,4
3628.png,4
3482.png,1
2441.png,3
141.png,1
2214.png,1
1422.png,1
3828.png,3
3151.png,4
3617.png,1
4278.png,5
3505.png,1
2687.png,1
4207.png,2
4464.png,2
3593.png,5
495.png,1
3207.png,3
4023.png,4
4831.png,1
4837.png,3
1805.png,4
1353.png,4
255.png,3
1243.png,2
2529.png,5
4579.png,4
4614.png,4
4547.png,3
2538.png,3
4512.png,3
573.png,4
4527.png,3
4381.png,2
303.png,1
2242.png,5
1732.png,3
1515.png,1
72.png,1
2866.png,3
683.png,3
4957.png,2
143.png,3
1093.png,4
205.png,3
3688.png,2
698.png,5
2435.png,1
4859.png,3
3406.png,3
2217.png,1
3057.png,5
1180.png,2
2943.png,3
2202.png,4
1751.png,2
1461.png,4
4991.png,3
47.png,3
2556.png,5
4350.png,3
2723.png,4
1497.png,2
2862.png,3
2753.png,4
90.png,4
1998.png,5
80.png,1
3610.png,5
3659.png,1
764.png,3
2652.png,1
53.png,3
219.png,5
1397.png,2
429.png,4
3118.png,1
2116.png,1
3146.png,1
94.png,3
3436.png,5
2795.png,1
270.png,3
4452.png,1
69.png,2
3192.png,3
857.png,3
4599.png,3
3394.png,1
2156.png,3
1713.png,1
349.png,3
4386.png,3
357.png,2
3916.png,1
3418.png,1
2236.png,4
2021.png,5
66.png,0
4459.png,1
1212.png,5
997.png,1
1368.png,1
944.png,4
4988.png,1
3521.png,3
128.png,3
3638.png,1
4457.png,3
4969.png,5
3750.png,4
2629.png,4
2927.png,5
2197.png,2
924.png,3
3135.png,3
2466.png,5
1696.png,2
1578.png,1
2704.png,3
4024.png,3
84.png,1
263.png,3
674.png,4
4864.png,3
696.png,3
2172.png,1
1844.png,5
1528.png,5
1084.png,1
1942.png,2
694.png,3
108.png,3
3058.png,2
4926.png,5
846.png,3
1417.png,4
4018.png,1
2536.png,4
936.png,4
1282.png,3
2728.png,1
4709.png,1
1995.png,4
2093.png,5
3370.png,2
3982.png,4
4563.png,3
4391.png,3
3008.png,1
2879.png,4
676.png,1
929.png,1
2761.png,2
446.png,0
1932.png,4
608.png,4
1109.png,1
791.png,4
4480.png,3
4390.png,4
967.png,4
4931.png,4
1132.png,1
2719.png,3
4671.png,3
1525.png,1
424.png,1
4326.png,3
4072.png,3
3811.png,3
3184.png,1
2275.png,3
1225.png,4
3661.png,1
3560.png,2
482.png,3
3938.png,1
3974.png,2
3189.png,2
2969.png,4
3812.png,3
4454.png,0
3139.png,1
1456.png,3
2467.png,2
2366.png,3
3624.png,2
4616.png,1
1187.png,3
329.png,3
4830.png,3
1752.png,2
4089.png,3
3288.png,1
4650.png,3
1586.png,2
1347.png,3
3918.png,2
772.png,2
286.png,3
1258.png,3
1669.png,3
689.png,5
1614.png,5
923.png,5
1561.png,4
2926.png,3
395.png,5
904.png,1
732.png,1
142.png,3
555.png,4
2809.png,1
1221.png,5
4373.png,3
897.png,4
4736.png,1
3944.png,5
